EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,ManagerTenureRatio,RolePromoGapDiff,CareerVelocity,CompRatioToRoleAvg,OverallSatisfaction,CareerStage,PromotionGapRiskScore,PromotionGapRiskLevel,RetentionOpportunityIndex,RetentionPriorityLevel,TrainingNeedIndicator,ManagerStabilityImpact,PrescriptiveAction,ClusterID,HierarchicalClusterID,PCA1,PCA2,PCA3,CareerCluster
PANW-1057,35,0,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2,0.667,0.667,1.0,0.667,0.667,0,0.2,1.24,2.5,Early Stage (0-2 yrs),41.2,Medium Risk,69.4,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.07,1.73,0.76,Fast-Track Performers
PANW-1058,31,0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,4,1,10,3,2,7,7,1,7,0.125,0.875,0.375,0.875,0.875,6,0.182,1.83,3.5,Established Stage (7-12 yrs),47.2,Medium Risk,77.8,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.788,0.84,-1.444,High-Risk Stagnation Profiles
PANW-1059,37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,1,7,2,4,7,5,0,7,0.0,0.625,0.25,1.167,0.875,5,0.25,0.82,2.75,Established Stage (7-12 yrs),35.0,Medium Risk,63.5,Watchlist,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,1,1,0.018,0.023,-1.265,Fast-Track Performers
PANW-1060,32,0,Travel_Rarely,427,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8,0.7,0.8,0.3,0.889,0.8,1,0.2,0.84,2.5,Established Stage (7-12 yrs),69.5,High Risk,85.6,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.065,1.868,0.764,High-Risk Stagnation Profiles
PANW-1061,38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9,0.818,0.273,0.182,2.25,0.818,-6,0.182,0.74,3.75,Established Stage (7-12 yrs),47.7,Medium Risk,71.7,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,3,0,1.892,0.077,2.304,High-Risk Stagnation Profiles
PANW-1062,50,0,Travel_Rarely,989,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Yes,12,3,4,1,29,2,2,27,3,13,8,0.464,0.107,0.071,2.0,0.286,-10,0.167,1.17,2.75,Veteran Stage (13+ yrs),50.8,Medium Risk,69.0,Watchlist,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,2,0,4.491,-2.811,2.885,Stable Long-Term Contributors
PANW-1063,59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,0.318,0.727,0.136,0.529,0.409,9,0.103,1.1,2.0,Veteran Stage (13+ yrs),78.9,High Risk,82.6,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,1,4.773,0.107,-0.125,Stable Long-Term Contributors
PANW-1064,36,0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,No,13,3,2,3,17,2,3,17,14,12,8,0.667,0.778,0.111,0.533,0.444,2,0.167,1.34,2.75,Veteran Stage (13+ yrs),83.2,High Risk,84.1,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,4.423,1.536,1.535,Stable Long-Term Contributors
PANW-1065,55,0,Travel_Rarely,836,Research & Development,8,3,Medical,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Yes,14,3,3,3,21,2,3,5,0,0,2,0.0,0.0,0.333,2.0,0.333,0,0.182,0.86,3.25,Growth Stage (3-6 yrs),3.8,Low Risk,56.3,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.403,-3.123,0.101,Fast-Track Performers
PANW-1066,36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,0,6,3,3,6,5,0,3,0.0,0.714,0.429,0.5,0.429,5,0.286,0.89,2.5,Growth Stage (3-6 yrs),41.0,Medium Risk,65.6,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Lateral Role Rotation / New Project,1,4,-0.643,0.545,-0.95,Fast-Track Performers
PANW-1067,45,0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.115,3.0,2.25,Early Stage (0-2 yrs),11.2,Low Risk,58.9,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,1,2,-1.366,-2.171,0.029,Fast-Track Performers
PANW-1068,35,0,Travel_Frequently,664,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,No,13,3,4,1,5,2,2,3,2,1,2,0.25,0.5,0.5,0.667,0.5,1,0.167,0.68,2.25,Growth Stage (3-6 yrs),33.5,Medium Risk,66.7,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.23,0.715,-0.361,Fast-Track Performers
PANW-1069,36,1,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Yes,17,3,1,1,2,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.333,1.05,2.5,Early Stage (0-2 yrs),3.8,Low Risk,27.6,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-2.827,-0.169,-0.218,Early-Career Explorers
PANW-1070,59,0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,No,11,3,4,0,20,2,2,4,3,1,3,0.2,0.6,0.4,0.75,0.6,2,0.095,0.79,2.5,Growth Stage (3-6 yrs),31.6,Medium Risk,62.3,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,0.175,-0.265,-0.627,Fast-Track Performers
PANW-1071,29,0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,No,23,4,4,1,6,3,3,5,4,0,4,0.0,0.667,0.5,0.8,0.667,4,0.143,0.83,3.0,Growth Stage (3-6 yrs),36.7,Medium Risk,74.1,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,1,4,-0.761,0.661,-1.697,Fast-Track Performers
PANW-1072,31,0,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0,0.5,0.5,2.0,0.0,0.0,0,0.5,0.77,2.5,Early Stage (0-2 yrs),26.6,Low Risk,64.3,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-3.037,1.477,1.813,Early-Career Explorers
PANW-1073,32,0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,No,17,3,2,2,10,3,3,10,4,0,9,0.0,0.364,0.273,1.8,0.818,4,0.182,1.92,2.25,Established Stage (7-12 yrs),29.1,Low Risk,65.2,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,3,1,0.427,-1.096,-1.122,High-Risk Stagnation Profiles
PANW-1074,36,0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,12,3,2,0,5,3,3,1,0,0,0,0.0,0.0,1.5,0.0,0.0,0,0.167,0.94,2.75,Early Stage (0-2 yrs),0.0,Low Risk,58.8,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-2.995,-0.624,0.144,Early-Career Explorers
PANW-1075,31,0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,23,4,4,0,11,2,3,11,7,1,8,0.083,0.583,0.167,1.0,0.667,6,0.167,0.61,3.5,Established Stage (7-12 yrs),40.0,Medium Risk,75.2,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,3,1,1.047,0.011,-1.384,High-Risk Stagnation Profiles
PANW-1076,35,0,Travel_Rarely,776,Sales,1,4,Marketing,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,No,14,3,2,0,16,2,3,15,13,2,8,0.125,0.812,0.125,0.571,0.5,11,0.118,0.62,2.25,Veteran Stage (13+ yrs),63.6,High Risk,73.5,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Promotion & Compensation Review,3,1,2.585,0.675,-1.542,High-Risk Stagnation Profiles
PANW-1077,45,0,Travel_Rarely,193,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Yes,14,3,2,0,17,3,4,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0,0.167,0.83,2.75,Early Stage (0-2 yrs),11.2,Low Risk,58.9,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-2.702,-2.05,1.17,Early-Career Explorers
PANW-1078,37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,No,13,3,1,0,16,3,4,5,2,0,2,0.0,0.333,0.5,0.667,0.333,2,0.176,0.85,2.25,Growth Stage (3-6 yrs),18.3,Low Risk,61.4,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.584,-1.288,-0.458,Fast-Track Performers
PANW-1079,46,0,Travel_Rarely,945,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2,0.0,0.4,0.4,0.667,0.4,2,0.118,1.19,2.75,Growth Stage (3-6 yrs),23.8,Low Risk,69.6,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.728,-0.708,-1.155,Fast-Track Performers
PANW-1080,30,0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0,0.273,0.727,0.091,0.0,0.0,5,0.182,1.58,3.25,Established Stage (7-12 yrs),53.7,Medium Risk,70.0,Immediate Action,High Development Need,Recent Manager Transition,Lateral Role Rotation / New Project,3,1,0.595,1.257,-0.376,High-Risk Stagnation Profiles
PANW-1081,35,0,Travel_Rarely,1214,Research & Development,1,3,Medical,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,No,18,3,1,0,6,3,3,6,4,0,4,0.0,0.571,0.429,0.8,0.571,4,0.143,0.88,2.25,Growth Stage (3-6 yrs),30.5,Medium Risk,61.9,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,1,4,-0.724,0.406,-1.488,Fast-Track Performers
PANW-1082,55,0,Travel_Rarely,111,Sales,1,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,No,14,3,4,1,24,4,3,1,0,1,0,0.5,0.0,2.0,0.0,0.0,-1,0.12,1.48,3.0,Early Stage (0-2 yrs),3.5,Low Risk,56.2,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,1,2,-1.356,-1.523,1.802,Fast-Track Performers
PANW-1083,38,0,Non-Travel,573,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Yes,12,3,4,3,17,3,3,13,11,1,9,0.071,0.786,0.214,0.75,0.643,10,0.111,1.64,3.25,Veteran Stage (13+ yrs),48.2,Medium Risk,64.4,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,2.231,0.253,-1.653,High-Risk Stagnation Profiles
PANW-1084,34,0,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,No,15,3,3,0,5,2,3,5,2,1,3,0.167,0.333,0.333,1.0,0.5,1,0.333,0.59,2.25,Growth Stage (3-6 yrs),25.6,Low Risk,64.0,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.163,-0.179,0.152,Fast-Track Performers
PANW-1085,56,0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2,0.0,0.571,0.429,0.4,0.286,4,0.079,1.0,2.75,Growth Stage (3-6 yrs),26.8,Low Risk,56.9,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,1,0.972,-1.671,-0.992,Fast-Track Performers
PANW-1086,23,0,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,No,13,3,3,1,3,3,3,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0,0.25,0.88,2.5,Early Stage (0-2 yrs),11.2,Low Risk,58.9,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-3.944,-0.676,1.058,Early-Career Explorers
PANW-1087,51,0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,0.0,0.4,0.8,1.0,0.6,2,0.091,0.64,3.25,Growth Stage (3-6 yrs),16.2,Low Risk,66.9,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.206,-0.278,-1.284,Fast-Track Performers
PANW-1088,30,0,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,3,11,3,3,11,10,10,8,0.833,0.833,0.25,0.727,0.667,0,0.167,0.55,2.75,Established Stage (7-12 yrs),80.8,High Risk,79.5,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,3.005,2.282,1.375,High-Risk Stagnation Profiles
PANW-1089,46,1,Travel_Rarely,669,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,0.4,0.8,0.3,0.778,0.7,4,0.3,1.39,3.5,Established Stage (7-12 yrs),59.0,High Risk,46.9,Already Attrited,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Exit Analysis & Knowledge Transfer,3,1,1.5,0.983,0.293,High-Risk Stagnation Profiles
PANW-1090,40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,0.478,0.13,0.13,2.75,0.478,-8,0.174,1.79,2.75,Veteran Stage (13+ yrs),55.1,High Risk,76.8,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,2,0,3.772,-2.289,2.078,Stable Long-Term Contributors
PANW-1091,51,0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,0.091,0.636,0.182,0.0,0.0,6,0.167,0.79,3.0,Established Stage (7-12 yrs),41.3,Medium Risk,75.7,Immediate Action,Moderate Development Need,Recent Manager Transition,Lateral Role Rotation / New Project,1,0,0.059,0.679,-1.198,Fast-Track Performers
PANW-1092,30,0,Travel_Rarely,1334,Sales,4,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,0.167,0.667,0.333,0.778,0.583,6,0.167,0.75,2.25,Established Stage (7-12 yrs),56.2,High Risk,70.9,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,1.235,0.389,-0.789,High-Risk Stagnation Profiles
PANW-1093,46,0,Travel_Frequently,638,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,0.818,0.818,0.455,0.5,0.455,0,0.136,1.42,2.25,Established Stage (7-12 yrs),88.2,High Risk,82.1,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,3.03,1.37,1.681,High-Risk Stagnation Profiles
PANW-1094,32,0,Travel_Rarely,1093,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,0,12,0,3,11,8,5,7,0.417,0.667,0.0,0.778,0.583,3,0.154,0.72,2.25,Established Stage (7-12 yrs),62.9,High Risk,77.0,Immediate Action,High Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,1,1.918,0.931,-0.079,High-Risk Stagnation Profiles
PANW-1095,54,0,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,0.0,0.6,1.0,0.75,0.6,3,0.176,0.85,1.5,Growth Stage (3-6 yrs),28.1,Low Risk,64.8,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.409,-0.797,-0.566,Fast-Track Performers
PANW-1096,24,0,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,0.0,0.5,0.5,0.667,0.5,2,0.4,0.72,1.75,Growth Stage (3-6 yrs),22.5,Low Risk,69.1,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.793,0.163,-0.415,Fast-Track Performers
PANW-1097,28,0,Non-Travel,120,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,0.0,0.667,0.5,0.8,0.667,4,0.333,0.61,2.75,Growth Stage (3-6 yrs),32.9,Medium Risk,66.5,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,1,4,-0.883,0.354,-0.767,Fast-Track Performers
PANW-1098,58,0,Travel_Rarely,682,Sales,10,4,Medical,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,0.026,0.263,0.026,0.727,0.211,9,0.103,2.0,3.0,Veteran Stage (13+ yrs),38.8,Medium Risk,68.6,Watchlist,Moderate Development Need,Stable Leadership Continuity,Upskilling & Training Program,2,1,4.578,-3.184,-0.78,Stable Long-Term Contributors
PANW-1099,44,0,Non-Travel,489,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,0.25,0.5,0.75,0.667,0.5,1,0.111,0.63,2.75,Growth Stage (3-6 yrs),29.8,Low Risk,65.4,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.47,-0.267,-0.171,Fast-Track Performers
PANW-1100,37,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,0.0,0.5,0.75,0.667,0.5,2,0.125,0.49,2.75,Growth Stage (3-6 yrs),30.0,Medium Risk,46.8,Already Attrited,Sufficiently Trained,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.499,0.246,-1.284,Fast-Track Performers
PANW-1101,32,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.5,0.91,3.0,Early Stage (0-2 yrs),11.2,Low Risk,58.9,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-3.595,-0.247,0.845,Early-Career Explorers
PANW-1102,20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,0.5,0.0,2.5,0.0,0.0,-1,0.5,0.9,3.25,Early Stage (0-2 yrs),3.5,Low Risk,27.5,Already Attrited,Sufficiently Trained,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.782,0.356,2.629,Early-Career Explorers
PANW-1103,34,0,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,0.118,0.765,0.176,0.714,0.588,11,0.118,1.48,2.5,Veteran Stage (13+ yrs),54.9,Medium Risk,74.2,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,2.813,0.444,-1.527,High-Risk Stagnation Profiles
PANW-1104,37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.111,0.69,3.75,Early Stage (0-2 yrs),0.0,Low Risk,51.2,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,1,2,-1.931,-1.473,-0.098,Fast-Track Performers
PANW-1105,59,0,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,0.5,0.5,0.75,0.667,0.5,0,0.161,1.1,3.5,Growth Stage (3-6 yrs),25.8,Low Risk,66.5,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,1,0.975,-1.407,0.965,Fast-Track Performers
PANW-1106,50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,0.0,0.333,0.111,1.75,0.778,3,0.172,1.13,1.5,Established Stage (7-12 yrs),25.2,Low Risk,63.8,Watchlist,Moderate Development Need,Stable Leadership Continuity,Upskilling & Training Program,2,1,1.529,-2.961,-0.596,Stable Long-Term Contributors
PANW-1107,25,1,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,0.0,0.571,0.143,0.6,0.429,4,0.286,0.83,3.25,Growth Stage (3-6 yrs),30.5,Medium Risk,36.9,Already Attrited,Moderate Development Need,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-0.728,0.18,-0.828,Fast-Track Performers
PANW-1108,25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,0.667,0.667,0.667,0.333,0.333,0,0.333,0.89,3.5,Early Stage (0-2 yrs),29.9,Low Risk,61.7,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,1,4,-1.397,2.022,1.116,Fast-Track Performers
PANW-1109,22,0,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,0.0,0.0,5.0,0.0,0.0,0,0.5,0.89,3.0,Early Stage (0-2 yrs),0.0,Low Risk,55.0,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-5.365,-0.764,2.673,Early-Career Explorers
PANW-1110,51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,0.857,0.857,0.071,0.615,0.571,0,0.125,0.99,1.75,Veteran Stage (13+ yrs),92.7,High Risk,89.9,Immediate Action,High Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,4.485,1.682,1.616,Stable Long-Term Contributors
PANW-1111,34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,0.0,0.7,0.3,0.75,0.6,7,0.2,1.88,2.75,Established Stage (7-12 yrs),43.1,Medium Risk,43.8,Already Attrited,Sufficiently Trained,Stable Leadership Continuity,Exit Analysis & Knowledge Transfer,3,1,0.4,0.359,-1.68,High-Risk Stagnation Profiles
PANW-1112,54,0,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,0.667,0.5,0.5,1.0,0.667,-1,0.167,1.01,3.5,Growth Stage (3-6 yrs),35.9,Medium Risk,71.3,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,3,1,1.385,-0.59,1.498,High-Risk Stagnation Profiles
PANW-1113,24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,0.167,0.5,0.333,0.5,0.333,2,0.143,0.86,2.75,Growth Stage (3-6 yrs),29.1,Low Risk,65.2,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.911,0.627,-0.693,Fast-Track Performers
PANW-1114,34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,0.0,0.0,1.5,0.0,0.0,0,0.154,1.39,2.75,Early Stage (0-2 yrs),7.5,Low Risk,53.9,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-2.44,-1.278,0.218,Early-Career Explorers
PANW-1115,37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,0.167,0.5,0.5,0.75,0.5,2,0.231,1.07,2.75,Growth Stage (3-6 yrs),25.4,Low Risk,63.9,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.264,-0.452,-0.029,Fast-Track Performers
